plant_type,location,sunlight,soil_type,soil_moisture,nitrogen,phosphorus,potassium,soil_ph,recommended_fertilizer
Succulent,Outdoor Garden,Low,Loamy,Low,74,59,74,7.3,Compost
Flower Plant,Rooftop,Medium,Sandy,Low,73,54,23,6.4,Balanced NPK
Flower Plant,Outdoor Garden,Low,Potting Mix,Medium,28,20,26,6.0,Nitrogen Rich
Vegetable Plant,Balcony,High,Potting Mix,High,52,46,80,5.7,Balanced NPK
Herb,Outdoor Garden,Medium,Clay,Medium,76,51,42,5.2,Nitrogen Rich
Flower Plant,Balcony,Medium,Potting Mix,Medium,20,20,23,6.0,Nitrogen Rich
Herb,Balcony,High,Potting Mix,High,74,28,38,6.7,Phosphorus Rich
Vegetable Plant,Indoor,Medium,Potting Mix,Medium,36,40,26,5.4,Balanced NPK
Vegetable Plant,Balcony,Medium,Sandy,High,57,59,50,7.3,Balanced NPK
Indoor Plant,Rooftop,Low,Loamy,High,46,78,54,7.5,Liquid Fertilizer
Indoor Plant,Rooftop,Medium,Potting Mix,Low,66,24,48,5.0,Phosphorus Rich
Flower Plant,Outdoor Garden,Low,Sandy,High,39,71,79,5.7,Bone Meal
Flower Plant,Outdoor Garden,Low,Loamy,Low,71,64,41,6.8,Bone Meal
Succulent,Rooftop,Low,Clay,High,24,33,37,6.7,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Sandy,High,50,58,51,7.2,Liquid Fertilizer
Succulent,Outdoor Garden,Low,Clay,Medium,29,55,37,5.3,Nitrogen Rich
Vegetable Plant,Outdoor Garden,High,Clay,High,20,39,40,7.3,Nitrogen Rich
Herb,Rooftop,Medium,Potting Mix,High,51,39,52,7.4,Nitrogen Rich
Indoor Plant,Balcony,Medium,Loamy,High,36,63,21,7.2,Balanced NPK
Succulent,Indoor,Low,Potting Mix,Low,30,65,59,5.6,Nitrogen Rich
Flower Plant,Indoor,Low,Sandy,Medium,78,53,58,7.4,Bone Meal
Flower Plant,Balcony,High,Clay,High,73,75,21,6.2,Balanced NPK
Vegetable Plant,Rooftop,Low,Loamy,Low,56,67,48,6.7,Balanced NPK
Herb,Balcony,High,Potting Mix,Medium,43,59,43,7.4,Nitrogen Rich
Indoor Plant,Balcony,Low,Potting Mix,High,37,78,63,6.3,Liquid Fertilizer
Flower Plant,Rooftop,Low,Loamy,High,40,70,61,6.3,Bone Meal
Herb,Balcony,Low,Potting Mix,Low,35,61,69,5.5,Nitrogen Rich
Herb,Indoor,High,Clay,High,55,44,65,6.6,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Potting Mix,Medium,38,79,53,5.5,Balanced NPK
Herb,Rooftop,High,Sandy,Medium,45,31,73,6.5,Phosphorus Rich
Leafy Ornamental,Indoor,Medium,Sandy,High,79,77,71,6.9,Nitrogen Rich
Herb,Rooftop,Medium,Loamy,Medium,72,43,72,5.8,Nitrogen Rich
Vegetable Plant,Outdoor Garden,High,Sandy,Medium,79,29,35,5.3,Phosphorus Rich
Leafy Ornamental,Rooftop,Low,Potting Mix,Low,48,59,52,7.4,Nitrogen Rich
Indoor Plant,Rooftop,Low,Loamy,Medium,63,72,56,5.1,Liquid Fertilizer
Leafy Ornamental,Outdoor Garden,Medium,Clay,High,54,60,60,6.1,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Potting Mix,High,40,65,36,5.2,Nitrogen Rich
Herb,Outdoor Garden,Medium,Clay,Medium,32,57,53,5.2,Nitrogen Rich
Succulent,Indoor,Medium,Loamy,Medium,52,24,42,6.5,Phosphorus Rich
Vegetable Plant,Outdoor Garden,High,Sandy,High,57,39,43,6.3,Balanced NPK
Succulent,Outdoor Garden,Low,Potting Mix,High,33,52,36,6.4,Nitrogen Rich
Herb,Outdoor Garden,Low,Sandy,Low,21,63,50,6.0,Nitrogen Rich
Flower Plant,Rooftop,High,Potting Mix,High,26,31,27,7.3,Nitrogen Rich
Leafy Ornamental,Indoor,High,Clay,High,25,55,76,7.0,Nitrogen Rich
Indoor Plant,Rooftop,High,Potting Mix,High,70,68,26,6.3,Balanced NPK
Flower Plant,Indoor,High,Potting Mix,Low,78,45,44,6.8,Bone Meal
Succulent,Indoor,Low,Sandy,Medium,57,28,34,6.2,Phosphorus Rich
Flower Plant,Rooftop,Medium,Loamy,Low,37,77,65,6.3,Bone Meal
Herb,Balcony,High,Potting Mix,Low,35,65,40,5.1,Nitrogen Rich
Herb,Balcony,Medium,Potting Mix,High,70,66,75,5.6,Nitrogen Rich
Flower Plant,Balcony,Medium,Potting Mix,Low,71,51,48,5.6,Bone Meal
Indoor Plant,Rooftop,High,Loamy,Low,40,41,41,6.6,Liquid Fertilizer
Leafy Ornamental,Balcony,Medium,Sandy,Medium,28,61,25,6.3,Nitrogen Rich
Succulent,Rooftop,High,Clay,High,72,37,36,5.1,Compost
Vegetable Plant,Rooftop,Low,Sandy,Medium,24,39,76,6.2,Nitrogen Rich
Indoor Plant,Indoor,Low,Loamy,High,70,40,74,5.1,Liquid Fertilizer
Herb,Outdoor Garden,Low,Clay,High,68,45,72,7.3,Nitrogen Rich
Succulent,Indoor,High,Sandy,High,60,48,76,7.2,Compost
Succulent,Outdoor Garden,High,Sandy,Low,34,60,39,7.0,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Potting Mix,High,38,36,46,7.4,Nitrogen Rich
Succulent,Balcony,Low,Loamy,Medium,66,74,47,7.4,Compost
Indoor Plant,Indoor,Medium,Loamy,Low,59,40,50,5.5,Liquid Fertilizer
Herb,Rooftop,Low,Clay,High,80,51,43,6.1,Nitrogen Rich
Flower Plant,Rooftop,High,Potting Mix,Low,26,52,45,7.4,Nitrogen Rich
Leafy Ornamental,Rooftop,High,Sandy,Low,56,73,25,5.8,Balanced NPK
Vegetable Plant,Balcony,High,Loamy,Low,34,31,39,5.2,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Clay,High,67,36,54,5.6,Nitrogen Rich
Herb,Outdoor Garden,Low,Potting Mix,Low,39,38,70,6.0,Nitrogen Rich
Herb,Balcony,Medium,Loamy,High,27,42,67,6.6,Nitrogen Rich
Vegetable Plant,Balcony,High,Sandy,High,51,37,67,7.3,Balanced NPK
Succulent,Indoor,Medium,Sandy,Medium,20,41,20,7.4,Nitrogen Rich
Flower Plant,Indoor,High,Sandy,Medium,56,55,24,6.6,Balanced NPK
Vegetable Plant,Indoor,Low,Clay,Medium,62,50,44,6.7,Balanced NPK
Indoor Plant,Balcony,High,Loamy,High,51,71,48,5.7,Liquid Fertilizer
Leafy Ornamental,Rooftop,High,Loamy,High,45,38,62,6.6,Nitrogen Rich
Flower Plant,Rooftop,Low,Loamy,Medium,74,60,42,7.4,Bone Meal
Leafy Ornamental,Indoor,High,Potting Mix,High,72,31,27,6.4,Phosphorus Rich
Flower Plant,Outdoor Garden,Medium,Potting Mix,Medium,27,58,67,5.9,Nitrogen Rich
Herb,Outdoor Garden,Medium,Sandy,Low,28,40,67,6.0,Nitrogen Rich
Flower Plant,Balcony,Low,Sandy,Low,70,74,73,5.3,Bone Meal
Leafy Ornamental,Rooftop,Medium,Sandy,Low,77,33,66,6.1,Phosphorus Rich
Herb,Rooftop,Medium,Potting Mix,Medium,59,67,21,5.2,Balanced NPK
Herb,Indoor,Medium,Loamy,High,39,37,72,6.0,Nitrogen Rich
Vegetable Plant,Balcony,Low,Loamy,Low,35,69,74,5.9,Balanced NPK
Herb,Balcony,Medium,Clay,Medium,76,39,28,7.2,Balanced NPK
Herb,Indoor,Low,Potting Mix,Low,51,68,28,5.9,Balanced NPK
Indoor Plant,Balcony,High,Potting Mix,High,60,41,42,6.5,Liquid Fertilizer
Flower Plant,Rooftop,Medium,Potting Mix,Medium,74,76,36,7.0,Bone Meal
Vegetable Plant,Indoor,Low,Loamy,High,40,20,31,6.9,Phosphorus Rich
Vegetable Plant,Balcony,Low,Loamy,Medium,69,38,79,6.7,Balanced NPK
Succulent,Outdoor Garden,Medium,Loamy,Low,54,78,54,5.6,Compost
Indoor Plant,Balcony,Medium,Loamy,Low,24,36,79,5.9,Nitrogen Rich
Herb,Indoor,Medium,Potting Mix,Medium,57,73,32,5.4,Balanced NPK
Indoor Plant,Indoor,Medium,Potting Mix,High,53,49,57,7.1,Liquid Fertilizer
Flower Plant,Indoor,Low,Sandy,Medium,20,57,40,5.7,Nitrogen Rich
Herb,Outdoor Garden,High,Potting Mix,Medium,26,52,32,5.1,Nitrogen Rich
Succulent,Balcony,High,Sandy,Low,26,66,64,6.3,Nitrogen Rich
Flower Plant,Indoor,Medium,Loamy,High,25,40,25,7.3,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Potting Mix,High,46,30,60,5.3,Phosphorus Rich
Indoor Plant,Outdoor Garden,High,Sandy,High,49,26,22,6.5,Phosphorus Rich
Herb,Balcony,Medium,Clay,Low,41,68,49,7.1,Nitrogen Rich
Herb,Indoor,Low,Potting Mix,High,62,32,35,7.3,Phosphorus Rich
Leafy Ornamental,Indoor,Medium,Clay,Low,65,67,32,5.0,Balanced NPK
Indoor Plant,Indoor,Low,Loamy,Low,31,52,47,7.2,Nitrogen Rich
Leafy Ornamental,Balcony,High,Sandy,High,40,78,73,5.3,Nitrogen Rich
Vegetable Plant,Indoor,Low,Clay,Low,21,45,46,6.2,Nitrogen Rich
Indoor Plant,Balcony,Low,Clay,Medium,67,57,56,5.4,Liquid Fertilizer
Indoor Plant,Outdoor Garden,Medium,Loamy,Low,74,67,53,5.4,Liquid Fertilizer
Flower Plant,Rooftop,Medium,Sandy,Low,40,34,75,7.4,Phosphorus Rich
Flower Plant,Rooftop,High,Loamy,Low,43,44,28,6.6,Balanced NPK
Indoor Plant,Indoor,Low,Sandy,Low,36,54,39,5.5,Liquid Fertilizer
Succulent,Indoor,Low,Loamy,High,31,43,31,6.3,Nitrogen Rich
Indoor Plant,Rooftop,Low,Loamy,High,58,36,41,7.1,Liquid Fertilizer
Herb,Balcony,Medium,Loamy,Low,39,31,52,6.0,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Medium,Sandy,Low,36,57,52,6.1,Balanced NPK
Flower Plant,Balcony,Low,Sandy,High,71,57,80,5.9,Bone Meal
Herb,Outdoor Garden,High,Potting Mix,High,77,75,72,5.6,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Potting Mix,Low,42,45,73,6.9,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Potting Mix,Medium,72,41,56,7.1,Balanced NPK
Vegetable Plant,Outdoor Garden,Medium,Loamy,Medium,70,35,75,6.6,Balanced NPK
Indoor Plant,Outdoor Garden,Medium,Clay,Low,37,50,70,7.5,Liquid Fertilizer
Flower Plant,Rooftop,Medium,Clay,Low,38,76,48,6.9,Bone Meal
Vegetable Plant,Outdoor Garden,Medium,Clay,High,34,41,33,6.4,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Low,Clay,High,35,29,38,5.5,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,Medium,Loamy,Medium,26,41,50,5.2,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,High,Potting Mix,Low,67,60,55,7.3,Nitrogen Rich
Vegetable Plant,Balcony,Low,Clay,Medium,55,41,52,6.9,Balanced NPK
Flower Plant,Indoor,Medium,Sandy,Medium,66,54,29,5.7,Balanced NPK
Herb,Rooftop,High,Sandy,Medium,26,42,75,5.6,Nitrogen Rich
Succulent,Indoor,Low,Potting Mix,High,61,32,64,6.2,Phosphorus Rich
Indoor Plant,Rooftop,Low,Potting Mix,Low,50,28,44,5.1,Phosphorus Rich
Leafy Ornamental,Rooftop,Low,Sandy,Medium,54,59,47,7.0,Nitrogen Rich
Succulent,Indoor,High,Loamy,Medium,66,37,56,5.5,Compost
Flower Plant,Indoor,Medium,Potting Mix,Low,57,69,39,7.0,Bone Meal
Herb,Outdoor Garden,Low,Clay,High,37,73,29,6.9,Balanced NPK
Leafy Ornamental,Rooftop,Medium,Clay,Medium,68,45,33,7.3,Balanced NPK
Flower Plant,Indoor,Medium,Loamy,High,79,57,75,7.0,Bone Meal
Leafy Ornamental,Balcony,Low,Loamy,Medium,72,56,36,6.3,Nitrogen Rich
Leafy Ornamental,Indoor,High,Sandy,Low,61,46,64,7.3,Nitrogen Rich
Leafy Ornamental,Balcony,High,Potting Mix,Low,59,46,48,7.5,Nitrogen Rich
Indoor Plant,Outdoor Garden,High,Loamy,Low,41,34,58,5.3,Phosphorus Rich
Indoor Plant,Outdoor Garden,Low,Loamy,Medium,70,69,56,5.1,Liquid Fertilizer
Herb,Rooftop,High,Clay,High,57,22,68,6.9,Phosphorus Rich
Flower Plant,Rooftop,Low,Clay,Medium,33,50,78,6.7,Nitrogen Rich
Herb,Rooftop,High,Clay,High,70,26,38,5.1,Phosphorus Rich
Succulent,Balcony,Low,Sandy,Low,75,47,51,6.5,Compost
Indoor Plant,Indoor,Medium,Sandy,Low,45,20,38,6.4,Phosphorus Rich
Leafy Ornamental,Indoor,Low,Sandy,Medium,61,77,79,5.4,Nitrogen Rich
Indoor Plant,Rooftop,High,Potting Mix,Medium,79,27,45,7.3,Phosphorus Rich
Indoor Plant,Indoor,High,Sandy,Low,38,29,27,7.4,Phosphorus Rich
Flower Plant,Balcony,High,Clay,Medium,55,36,76,5.4,Bone Meal
Indoor Plant,Rooftop,Medium,Loamy,Low,47,23,64,6.2,Phosphorus Rich
Leafy Ornamental,Indoor,Medium,Sandy,Low,78,54,44,5.1,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Low,Sandy,Medium,27,33,76,5.3,Nitrogen Rich
Leafy Ornamental,Indoor,High,Clay,Low,28,39,77,6.2,Nitrogen Rich
Indoor Plant,Rooftop,High,Sandy,Medium,25,27,28,7.1,Nitrogen Rich
Herb,Balcony,Medium,Loamy,Medium,79,64,24,6.9,Balanced NPK
Succulent,Rooftop,Medium,Potting Mix,High,43,51,44,5.7,Compost
Herb,Rooftop,High,Sandy,Low,55,70,25,5.1,Balanced NPK
Leafy Ornamental,Outdoor Garden,Medium,Sandy,High,44,27,70,6.4,Phosphorus Rich
Vegetable Plant,Rooftop,Low,Loamy,Low,42,38,76,5.1,Vermicompost
Leafy Ornamental,Rooftop,Low,Clay,Low,41,23,46,6.5,Phosphorus Rich
Herb,Rooftop,Medium,Sandy,Medium,55,36,72,5.9,Nitrogen Rich
Flower Plant,Balcony,Low,Potting Mix,High,39,77,24,5.0,Balanced NPK
Leafy Ornamental,Balcony,Medium,Potting Mix,High,71,24,79,6.8,Phosphorus Rich
Succulent,Balcony,High,Clay,Medium,44,58,38,6.3,Compost
Succulent,Rooftop,Low,Sandy,Medium,26,57,60,6.8,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Medium,Clay,High,78,45,33,5.9,Balanced NPK
Succulent,Balcony,Low,Loamy,Medium,60,66,25,6.1,Balanced NPK
Herb,Outdoor Garden,Low,Clay,Medium,43,21,36,6.0,Phosphorus Rich
Indoor Plant,Outdoor Garden,Low,Sandy,Low,38,74,61,7.3,Liquid Fertilizer
Indoor Plant,Rooftop,Low,Potting Mix,High,61,46,75,5.5,Liquid Fertilizer
Indoor Plant,Outdoor Garden,Low,Sandy,Low,60,72,46,6.0,Liquid Fertilizer
Succulent,Indoor,High,Clay,Low,51,28,54,5.4,Phosphorus Rich
Herb,Outdoor Garden,Low,Loamy,High,66,27,27,5.9,Phosphorus Rich
Leafy Ornamental,Rooftop,Low,Loamy,Low,55,29,31,5.4,Phosphorus Rich
Flower Plant,Balcony,Low,Clay,Medium,40,75,29,6.3,Balanced NPK
Vegetable Plant,Balcony,Low,Sandy,Medium,25,22,66,6.9,Nitrogen Rich
Vegetable Plant,Outdoor Garden,High,Sandy,Low,43,76,70,5.3,Vermicompost
Indoor Plant,Rooftop,Medium,Sandy,Medium,32,40,69,7.4,Nitrogen Rich
Flower Plant,Rooftop,High,Loamy,Low,70,79,47,5.7,Bone Meal
Leafy Ornamental,Balcony,Medium,Sandy,High,68,49,53,5.6,Nitrogen Rich
Flower Plant,Indoor,Low,Sandy,Medium,26,59,38,7.3,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Clay,Low,59,41,75,6.9,Nitrogen Rich
Succulent,Indoor,High,Clay,Medium,50,55,46,7.0,Compost
Vegetable Plant,Rooftop,High,Sandy,Low,25,61,52,6.7,Nitrogen Rich
Succulent,Rooftop,Low,Potting Mix,Low,68,42,51,7.5,Compost
Succulent,Indoor,High,Loamy,Medium,55,57,69,5.3,Compost
Flower Plant,Indoor,Low,Potting Mix,Medium,79,78,77,5.6,Bone Meal
Leafy Ornamental,Outdoor Garden,High,Sandy,Medium,72,41,55,5.8,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Medium,Clay,High,69,21,54,6.9,Phosphorus Rich
Flower Plant,Indoor,Medium,Potting Mix,High,60,23,64,5.7,Phosphorus Rich
Flower Plant,Outdoor Garden,Low,Potting Mix,Low,66,23,44,5.8,Phosphorus Rich
Herb,Rooftop,Low,Potting Mix,Medium,43,48,77,5.1,Nitrogen Rich
Herb,Balcony,Low,Potting Mix,Medium,25,79,34,6.0,Nitrogen Rich
Succulent,Indoor,Medium,Sandy,Low,42,34,60,5.1,Phosphorus Rich
Vegetable Plant,Rooftop,Medium,Potting Mix,High,59,30,60,6.5,Phosphorus Rich
Herb,Balcony,Medium,Clay,Medium,69,73,51,7.1,Nitrogen Rich
Flower Plant,Balcony,Low,Clay,High,31,35,67,5.4,Nitrogen Rich
Vegetable Plant,Rooftop,Low,Clay,High,20,69,22,5.7,Nitrogen Rich
Herb,Rooftop,Medium,Sandy,High,41,41,35,7.4,Nitrogen Rich
Herb,Indoor,Medium,Clay,Medium,49,38,74,7.4,Nitrogen Rich
Indoor Plant,Outdoor Garden,Low,Potting Mix,High,71,44,20,5.4,Balanced NPK
Flower Plant,Balcony,Medium,Sandy,Low,68,33,34,6.6,Phosphorus Rich
Succulent,Balcony,High,Clay,Medium,31,79,34,7.1,Nitrogen Rich
Vegetable Plant,Rooftop,High,Potting Mix,Low,22,37,21,7.3,Nitrogen Rich
Flower Plant,Outdoor Garden,Medium,Loamy,High,59,58,25,6.1,Balanced NPK
Indoor Plant,Outdoor Garden,Medium,Loamy,High,28,73,28,5.1,Nitrogen Rich
Indoor Plant,Outdoor Garden,Medium,Loamy,Low,42,63,35,6.5,Liquid Fertilizer
Herb,Outdoor Garden,High,Loamy,Medium,74,73,20,6.0,Balanced NPK
Flower Plant,Balcony,Low,Loamy,Low,73,34,57,5.4,Phosphorus Rich
Indoor Plant,Balcony,High,Clay,Low,31,29,22,6.0,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Loamy,High,35,33,43,6.5,Phosphorus Rich
Herb,Outdoor Garden,Low,Sandy,Low,23,61,21,5.5,Nitrogen Rich
Succulent,Balcony,Medium,Sandy,Medium,29,31,73,5.9,Nitrogen Rich
Leafy Ornamental,Balcony,High,Potting Mix,Low,52,67,43,5.9,Nitrogen Rich
Succulent,Balcony,Low,Potting Mix,High,59,71,77,5.4,Compost
Indoor Plant,Balcony,Medium,Loamy,Low,67,34,25,7.4,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,Medium,Sandy,Medium,41,44,38,6.1,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Sandy,High,27,59,38,7.4,Nitrogen Rich
Vegetable Plant,Rooftop,High,Sandy,Low,62,48,51,6.1,Balanced NPK
Herb,Outdoor Garden,Medium,Sandy,Medium,31,62,50,6.6,Nitrogen Rich
Herb,Indoor,Low,Sandy,High,30,55,25,7.1,Nitrogen Rich
Leafy Ornamental,Balcony,Medium,Sandy,Medium,62,24,71,6.8,Phosphorus Rich
Indoor Plant,Rooftop,Low,Loamy,Low,63,27,45,6.2,Phosphorus Rich
Succulent,Outdoor Garden,Low,Potting Mix,High,72,50,60,6.1,Compost
Vegetable Plant,Rooftop,Low,Loamy,Low,63,51,27,6.3,Balanced NPK
Succulent,Rooftop,Low,Loamy,Medium,72,60,53,6.8,Compost
Leafy Ornamental,Balcony,Medium,Loamy,Medium,25,25,38,7.1,Nitrogen Rich
Succulent,Balcony,Low,Sandy,Low,21,80,67,5.6,Nitrogen Rich
Vegetable Plant,Rooftop,High,Loamy,Low,64,64,24,5.5,Balanced NPK
Vegetable Plant,Outdoor Garden,Medium,Potting Mix,Medium,59,33,28,7.4,Phosphorus Rich
Succulent,Balcony,Low,Potting Mix,High,55,32,71,6.7,Phosphorus Rich
Herb,Balcony,High,Sandy,Medium,77,33,78,6.3,Phosphorus Rich
Indoor Plant,Indoor,Low,Clay,High,75,21,72,6.0,Phosphorus Rich
Vegetable Plant,Rooftop,High,Potting Mix,Medium,38,31,47,6.1,Phosphorus Rich
Flower Plant,Balcony,Low,Loamy,Medium,31,37,40,7.4,Nitrogen Rich
Flower Plant,Rooftop,Medium,Clay,High,45,40,79,6.9,Bone Meal
Succulent,Outdoor Garden,Medium,Clay,High,48,52,38,6.5,Compost
Flower Plant,Rooftop,Medium,Clay,High,43,73,27,5.1,Balanced NPK
Herb,Rooftop,Medium,Sandy,Medium,57,28,56,6.0,Phosphorus Rich
Herb,Balcony,Low,Loamy,High,23,75,46,6.9,Nitrogen Rich
Herb,Outdoor Garden,High,Potting Mix,Low,58,80,34,6.8,Balanced NPK
Leafy Ornamental,Indoor,High,Potting Mix,High,69,33,36,6.7,Phosphorus Rich
Vegetable Plant,Rooftop,Low,Loamy,High,27,39,47,7.2,Nitrogen Rich
Leafy Ornamental,Balcony,Low,Loamy,Low,70,32,38,7.2,Phosphorus Rich
Herb,Indoor,Medium,Clay,Medium,66,56,49,7.1,Nitrogen Rich
Flower Plant,Balcony,Low,Clay,High,61,23,49,5.1,Phosphorus Rich
Flower Plant,Rooftop,Low,Clay,Medium,55,63,73,7.4,Bone Meal
Flower Plant,Rooftop,Low,Potting Mix,High,66,76,29,6.7,Balanced NPK
Succulent,Balcony,Medium,Sandy,High,79,45,51,6.0,Compost
Leafy Ornamental,Outdoor Garden,Low,Potting Mix,Low,46,60,34,6.7,Balanced NPK
Succulent,Outdoor Garden,Low,Sandy,Low,24,28,76,7.0,Nitrogen Rich
Flower Plant,Indoor,Low,Clay,High,78,37,28,6.0,Balanced NPK
Vegetable Plant,Rooftop,Low,Loamy,Medium,74,48,63,6.4,Balanced NPK
Indoor Plant,Rooftop,High,Potting Mix,Medium,66,67,60,5.2,Liquid Fertilizer
Flower Plant,Outdoor Garden,Low,Clay,High,63,36,58,7.3,Bone Meal
Herb,Rooftop,Low,Clay,Medium,37,56,65,7.1,Nitrogen Rich
Indoor Plant,Rooftop,Low,Clay,High,43,68,75,5.2,Liquid Fertilizer
Succulent,Rooftop,Medium,Sandy,High,76,75,20,5.2,Balanced NPK
Vegetable Plant,Balcony,Medium,Sandy,Medium,42,70,77,6.3,Balanced NPK
Leafy Ornamental,Indoor,High,Sandy,Low,80,53,66,6.3,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Clay,High,24,23,38,5.2,Nitrogen Rich
Flower Plant,Indoor,Medium,Potting Mix,Medium,77,52,41,5.2,Bone Meal
Flower Plant,Balcony,Low,Sandy,Medium,52,61,33,6.2,Balanced NPK
Herb,Balcony,Medium,Sandy,Low,22,59,60,5.0,Nitrogen Rich
Herb,Balcony,Medium,Clay,Medium,27,51,73,7.0,Nitrogen Rich
Succulent,Balcony,Low,Sandy,High,22,29,76,6.2,Nitrogen Rich
Leafy Ornamental,Indoor,Medium,Loamy,Medium,64,26,47,5.2,Phosphorus Rich
Vegetable Plant,Outdoor Garden,Medium,Potting Mix,Low,25,56,56,6.2,Nitrogen Rich
Herb,Outdoor Garden,Medium,Loamy,High,32,30,46,5.2,Nitrogen Rich
Indoor Plant,Balcony,Low,Clay,High,33,43,32,5.6,Nitrogen Rich
Leafy Ornamental,Indoor,High,Clay,Medium,40,48,65,5.4,Nitrogen Rich
Vegetable Plant,Rooftop,Medium,Loamy,Low,57,61,57,6.9,Balanced NPK
Succulent,Rooftop,Medium,Loamy,Medium,45,62,29,5.2,Balanced NPK
Leafy Ornamental,Outdoor Garden,Medium,Sandy,Low,63,41,54,7.0,Nitrogen Rich
Herb,Outdoor Garden,High,Potting Mix,High,75,33,20,7.0,Phosphorus Rich
Flower Plant,Indoor,Low,Clay,Low,30,77,72,6.2,Nitrogen Rich
Herb,Outdoor Garden,Medium,Loamy,Medium,40,24,60,5.9,Phosphorus Rich
Leafy Ornamental,Indoor,Low,Clay,Low,75,53,43,7.4,Nitrogen Rich
Herb,Indoor,Low,Sandy,High,49,72,32,7.4,Balanced NPK
Indoor Plant,Outdoor Garden,Low,Sandy,High,49,68,73,5.6,Liquid Fertilizer
Leafy Ornamental,Rooftop,Medium,Potting Mix,Medium,49,78,67,7.4,Nitrogen Rich
Indoor Plant,Indoor,High,Clay,Low,40,28,64,6.8,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,Low,Sandy,High,23,20,48,7.3,Nitrogen Rich
Flower Plant,Indoor,Low,Loamy,High,74,37,29,5.5,Balanced NPK
Leafy Ornamental,Balcony,Medium,Loamy,High,23,42,67,6.6,Nitrogen Rich
Leafy Ornamental,Outdoor Garden,Medium,Sandy,High,73,79,70,6.8,Nitrogen Rich
Herb,Indoor,High,Potting Mix,Low,44,43,65,6.5,Nitrogen Rich
Vegetable Plant,Outdoor Garden,Medium,Potting Mix,Medium,38,22,58,6.5,Phosphorus Rich
Leafy Ornamental,Outdoor Garden,High,Loamy,Low,38,69,37,5.0,Nitrogen Rich
Succulent,Balcony,Low,Loamy,Medium,80,28,63,5.9,Phosphorus Rich
Leafy Ornamental,Balcony,Low,Potting Mix,High,32,64,31,5.3,Nitrogen Rich
Indoor Plant,Indoor,Medium,Loamy,High,65,20,49,5.1,Phosphorus Rich
Leafy Ornamental,Balcony,Medium,Loamy,Medium,23,68,27,5.8,Nitrogen Rich
Leafy Ornamental,Indoor,Low,Clay,Low,67,64,26,5.1,Balanced NPK
Herb,Rooftop,Medium,Sandy,Low,52,22,28,6.0,Phosphorus Rich
Succulent,Rooftop,High,Clay,Medium,78,41,58,6.1,Compost
Succulent,Rooftop,Low,Clay,Medium,52,52,65,5.5,Compost
Herb,Indoor,High,Loamy,Low,38,56,45,6.2,Nitrogen Rich
Indoor Plant,Balcony,Medium,Loamy,High,52,79,46,7.5,Liquid Fertilizer
Herb,Balcony,High,Loamy,Low,21,76,33,5.2,Nitrogen Rich
Herb,Rooftop,High,Potting Mix,Medium,43,29,69,6.3,Phosphorus Rich
Vegetable Plant,Outdoor Garden,High,Clay,Medium,74,76,57,7.3,Balanced NPK
Leafy Ornamental,Outdoor Garden,High,Loamy,Medium,20,22,71,5.1,Nitrogen Rich
Leafy Ornamental,Rooftop,Low,Potting Mix,High,23,25,39,6.7,Nitrogen Rich
Herb,Indoor,Medium,Sandy,High,21,55,69,5.8,Nitrogen Rich
Flower Plant,Rooftop,Medium,Sandy,Medium,61,32,66,5.1,Phosphorus Rich
Leafy Ornamental,Rooftop,Low,Clay,Medium,74,61,78,5.5,Nitrogen Rich
Succulent,Rooftop,Low,Sandy,Low,23,66,22,6.5,Nitrogen Rich
Succulent,Rooftop,Low,Potting Mix,High,27,66,20,7.0,Nitrogen Rich
Vegetable Plant,Indoor,Low,Loamy,Medium,64,80,37,5.2,Vermicompost
Succulent,Rooftop,High,Sandy,High,67,34,23,7.3,Phosphorus Rich
Leafy Ornamental,Rooftop,High,Potting Mix,Medium,47,25,35,6.9,Phosphorus Rich
Herb,Rooftop,High,Sandy,High,70,71,25,5.4,Balanced NPK
Flower Plant,Outdoor Garden,High,Sandy,Medium,74,75,68,6.4,Bone Meal
Herb,Balcony,Medium,Sandy,Medium,78,65,34,5.2,Balanced NPK
Indoor Plant,Indoor,Medium,Loamy,High,69,67,35,5.0,Liquid Fertilizer
